RUNNO,TRNO,R#,O#,C#,CR,MODEL,EXNAME,TNAM,FNAM,WSTA,SOIL_ID,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,CNAM,GNAM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP
1,1,1,1,0,MZ,MZCER046,ARAM8001,Iowa maize               ,AMES1001,USAM1032,AMES000010,1980085,1980115,1980125,1980190,1980240,1980240,-99,23104,10434,10434,12761,14481,.305789351,3412,396.760651,.451599538,5.24078369,0,0,732,544,377,168,249,50,456,2,167,0,274,1,15,239,174,-99,-99,-99,-99,-99,-99,-99,-99,200,14648,14647,0,0,157102,157066,33.4120979,47.0446091,61.3597107,-99.0000000,15.0889368,21.2453938,27.7101078,-99.0000000,138.350082,84.3228607,62.4790421,38.0802917,125,27.7080002,14.0808020,20.9439945,14.4451094,338.609528,691.500000,491.118225,118.023193,376.541290
