RUNNO,TRNO,R#,O#,C#,CR,MODEL,EXNAME,TNAM,FNAM,WSTA,SOIL_ID,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,CNAM,GNAM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP
1,1,1,1,0,MZ,MZCER046,ARAM8347,Iowa maize               ,AMES1001,USAM8347,AMES000010,1980085,1980115,1980125,1980190,1980240,1980240,-99,23722,11166,11166,12646,15161,.327303171,3412,396.696106,.470708370,5.23332548,0,0,1574,577,402,175,923,138,503,2,167,0,279,3,16,239,179,-99,-99,-99,-99,-99,-99,-99,-99,200,14639,14638,0,0,157002,156966,15.5585918,45.7033043,59.0058479,-99.0000000,7.32340765,21.5124817,27.7739716,-99.0000000,142.049011,85.0257568,66.8622742,40.0215073,125,27.7080002,14.0808020,20.9439945,14.4451094,338.609528,1524.70007,519.047485,120.466095,402.031097
