RUNNO,TRNO,R#,O#,C#,CR,MODEL,EXNAME,TNAM,FNAM,WSTA,SOIL_ID,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,CNAM,GNAM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP
1,1,1,1,0,MZ,MZCER046,ARAM8091,Iowa maize               ,AMES1001,USAM8031,AMES000910,1980085,1980115,1980125,1980190,1980240,1980240,-99,19664,7701,7701,12054,10840,.268549800,2868,333.438873,.391620457,5.25194216,0,0,384,487,320,168,0,32,433,2,167,0,254,0,26,224,136,-99,-99,-99,-99,-99,-99,-99,-99,200,14655,14654,0,0,157152,157116,56.2152748,45.2692604,61.4999313,-99.0000000,22.0154343,17.7286758,24.0850506,-99.0000000,117.749138,77.4177399,46.1137733,30.3188972,125,27.7080002,14.0808020,20.9439945,14.4451094,338.609528,349.800049,434.380981,118.083908,319.741913
